bbox_name_(auto),created_date_(auto),parent_folders_(auto),volunteer_name_(auto),location,diver,year,month,day,rough_time_of_day,video_comments,bbox_comments,tagged,same_as_other_box,laser,phase,xmin,ymin,xmax,ymax,score,obj_id
GOPR1420_-_00_00_14_00_-_56_ID11_box70.jpg,2018-03-03T18:22:08.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020418_Brac_FF_2pmdive_Scott_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,638,111,1076,455,0.9999110699,11
GOPR1420_-_00_00_31_750_-_127_ID23_box147.jpg,2018-03-03T18:22:08.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020418_Brac_FF_2pmdive_Scott_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,974,566,1687,864,0.1562307775,23
GOPR7695_-_00_00_10_00_-_40_ID6_box41.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1081,624,1399,784,0.9222370386,6
GOPR7695_-_00_00_11_750_-_47_ID5_box49.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1520,39,2037,272,0.99978441,5
GOPR7695_-_00_00_17_500_-_70_ID5_box76.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1406,621,1848,842,0.9986555576,5
GOPR7695_-_00_00_18_00_-_72_ID9_box79.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1010,588,1376,824,0.0838194713,9
GOPR7695_-_00_00_20_250_-_81_ID5_box88.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1482,1089,1944,1290,0.9997330308,5
GOPR7695_-_00_00_23_00_-_92_ID11_box105.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1260,482,1618,765,0.8198148608,11
GOPR7695_-_00_00_29_00_-_116_ID13_box129.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,919,583,1409,838,0.2472325861,13
GOPR7695_-_00_00_36_00_-_144_ID15_box162.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,GOPR7695_-_00_00_42_500_-_170_ID16_box194.jpg,,,294,391,1073,777,0.9998983145,15
GOPR7695_-_00_00_36_00_-_144_ID14_box163.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1225,366,1889,754,0.9981405735,14
GOPR7695_-_00_00_42_500_-_170_ID16_box194.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,0,507,1430,1283,0.9999973774,16
GOPR7695_-_00_01_00_750_-_243_ID21_box269.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,96,511,2568,1520,0.9999972582,21
GOPR7695_-_00_01_22_250_-_329_ID27_box356.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1155,173,2159,713,0.999999404,27
GOPR7695_-_00_01_54_500_-_458_ID44_box519.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,532,108,940,382,0.9999039173,44
GOPR7695_-_00_02_04_750_-_499_ID50_box560.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,GOPR7695_-_00_02_26_500_-_586_ID53_box650.jpg,,,823,196,2348,783,0.9916173816,50
GOPR7695_-_00_02_26_500_-_586_ID53_box650.jpg,2018-02-05T14:30:40.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,831,522,1211,825,0.9860592484,53
GOPR7696_-_00_00_10_250_-_41_ID6_box41.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,977,827,1528,1309,0.9998553991,6
GOPR7696_-_00_00_17_750_-_71_ID12_box79.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,GOPR7696_-_00_00_24_250_-_97_ID17_box106.jpg,,,449,495,2704,1513,1,12
GOPR7696_-_00_00_24_250_-_97_ID17_box106.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,110,305,2704,1520,0.9999990463,17
GOPR7696_-_00_00_32_250_-_129_ID27_box147.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1138,308,1686,633,0.7451156378,27
GOPR7696_-_00_00_39_750_-_159_ID30_box184.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1083,529,1891,897,0.9999901056,30
GOPR7696_-_00_00_45_00_-_180_ID34_box207.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1988,402,2677,845,0.9999979734,34
GOPR7696_-_00_01_00_750_-_243_ID47_box287.jpg,2018-02-05T14:33:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1616,315,2704,1506,0.05064987391,47
GOPR7697_-_00_00_13_250_-_53_ID2_box55.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,GOPR7697_-_00_00_37_750_-_151_ID6_box155.jpg,,,773,564,2538,1356,0.9999998808,2
GOPR7697_-_00_00_37_750_-_151_ID6_box155.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,4,510,1884,1499,0.9999998808,6
GOPR7697_-_00_00_49_00_-_196_ID10_box208.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,6,139,2294,1478,0.9997795224,10
GOPR7697_-_00_01_14_00_-_296_ID27_box326.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,630,16,1268,452,0.999986887,27
GOPR7697_-_00_01_19_500_-_318_ID33_box359.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,gash on operculum,,,,,796,387,2466,1163,1,33
GOPR7697_-_00_01_39_750_-_399_ID42_box447.jpg,2018-02-05T14:35:26.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1200,396,2069,731,0.999994278,42
GOPR7698_-_00_00_17_00_-_68_ID3_box75.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1145,754,1787,1034,0.999827981,3
GOPR7698_-_00_01_13_750_-_295_ID20_box306.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,794,691,1837,1078,0.9999819994,20
GOPR7698_-_00_01_51_250_-_445_ID39_box486.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1067,607,1530,1030,0.9998722076,39
GOPR7698_-_00_01_52_250_-_449_ID37_box495.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,856,150,1209,330,0.7385046482,37
GOPR7698_-_00_01_54_00_-_456_ID40_box515.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1673,596,2319,836,0.9999707937,40
GOPR7698_-_00_01_58_500_-_474_ID39_box553.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,544,1062,1233,1434,0.9999951124,39
GOPR7698_-_00_02_02_500_-_490_ID45_box573.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1339,737,2148,1173,0.9999965429,45
GOPR7698_-_00_02_06_00_-_504_ID48_box590.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,1021,722,1846,1196,0.9999674559,48
GOPR7698_-_00_02_18_00_-_552_ID56_box644.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,468,372,998,607,0.9803594947,56
GOPR7698_-_00_02_37_250_-_629_ID67_box736.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,GOPR7698_-_00_02_41_500_-_646_ID67_box754.jpg,,,1136,951,1781,1270,0.9999830723,67
GOPR7698_-_00_02_41_500_-_646_ID67_box754.jpg,2018-02-05T14:39:52.000000Z,Grouper Moon/Fish faces/2018_fish_faces/Brac_FishFaces/020518_Brac_FF_brice_GoPro5_(VIDEO),Ala Nadjuch,,,,,,,,,,,,,798,550,1825,1093,0.9999990463,67
